date,refit_date,days_after_refit,monthly_core_scale,monthly_held_extra,daily_implied_extra,implied_to_held_ratio,held_minus_implied_gap,daily_btc_trend,daily_p_bad,daily_downside_semivol30,daily_downside_scaler,btc_return
2022-12-23,2022-12-09,14,1.3453862990342458e-07,0.0,0.0,,0.0,-0.6050668535721873,0.8430504399859857,0.2100399726581715,1.0,-0.0025521016940890373
2022-12-24,2022-12-09,15,1.3453862990342458e-07,0.0,0.0,,0.0,-0.6111392601201087,0.8430595117279021,0.21003815397043543,1.0,0.003434156807819555
2022-12-25,2022-12-09,16,1.3453862990342458e-07,0.0,0.0,,0.0,-0.6078813220831789,0.8430690845924047,0.2094158134170302,1.0,-0.00023817839264617113
2022-12-26,2022-12-09,17,1.3453862990342458e-07,0.0,0.0,,0.0,-0.5717337215676769,0.8430563346639661,0.2089836719356486,1.0,0.005185327329728651
2022-12-27,2022-12-09,18,1.3453862990342458e-07,0.0,0.0,,0.0,-0.6225949436923621,0.843049998845494,0.21351252181047486,1.0,-0.012590879458420079
2022-12-28,2022-12-09,19,1.3453862990342458e-07,0.0,0.0,,0.0,-0.68473547476494,0.8430489754974098,0.21112172967533296,1.0,-0.00952032639066791
2022-12-29,2022-12-09,20,1.3453862990342458e-07,0.0,0.0,,0.0,-0.6621328642274154,0.8430488749458748,0.21112172967533296,1.0,0.00520688861210683
2022-12-30,2022-12-09,21,1.3453862990342458e-07,0.0,0.0,,0.0,-0.6708190436106745,0.8430487193832281,0.21119217660998293,1.0,-0.0015625122118235746
2022-12-31,2022-12-09,22,1.3453862990342458e-07,0.0,0.0,,0.0,-0.6656315121288808,0.8430484999734864,0.20818506869781647,1.0,-0.003918716144773238
2023-01-01,2022-12-09,23,1.3453862990342458e-07,0.0,0.0,,0.0,-0.6499761702066539,0.8430484909287943,0.20818506869781647,1.0,0.004494511074571994
2023-01-02,2022-12-09,24,1.3453862990342458e-07,0.0,0.0,,0.0,-0.698604229842408,0.8430471457053366,0.20377755036648348,1.0,0.003377315058600505
2023-01-03,2022-12-09,25,1.3453862990342458e-07,0.0,0.0,,0.0,-0.7135626940755221,0.843040021284062,0.20377755036648348,1.0,0.0001385484322735664
2023-01-04,2022-12-09,26,1.3453862990342458e-07,0.0,0.0,,0.0,-0.5975869038344529,0.8430404448680069,0.20177025256725722,1.0,0.01050543382440261
2023-01-05,2022-12-09,27,1.3453862990342458e-07,0.0,0.0,,0.0,-0.5081589814165647,0.8430409062967641,0.20180667064699606,1.0,-0.0010984928511914571
2023-01-06,2022-12-09,28,1.3453862990342458e-07,0.0,0.0,,0.0,-0.4834674182352304,0.8430395599932691,0.1950225708555616,1.0,0.007058047689350921
2023-01-07,2022-12-09,29,1.3453862990342458e-07,0.0,0.0,,0.0,-0.4850060310926606,0.843039298351718,0.19502801495321195,1.0,-0.00041768309769840695
2023-01-08,2023-01-08,0,0.999999999893296,0.0,0.0,,0.0,-0.20460440391120718,0.702166087504477,0.19406055030492275,1.0,0.010874921873017529
2023-01-09,2023-01-08,1,0.999999999893296,0.0,0.0,,0.0,-0.4059675887462275,0.7021660875057202,0.19406042796802267,1.0,0.0029443309514396443
2023-01-10,2023-01-08,2,0.999999999893296,0.0,0.0,,0.0,-0.2816455249035107,0.7021660874973558,0.1938673817728725,1.0,0.015275120995956515
2023-01-11,2023-01-08,3,0.999999999893296,0.0,0.0,,0.0,-0.08719093618224269,0.7021660887105741,0.1938673817728725,1.0,0.02881771676071887
2023-01-12,2023-01-08,4,0.999999999893296,0.0,0.0,,0.0,0.05169633612225369,0.702166143371227,0.1938673817728725,1.0,0.05034536644957499
2023-01-13,2023-01-08,5,0.999999999893296,0.0,0.0,,0.0,0.18885321895887902,0.707224021198895,0.1938673817728725,1.0,0.05748457813655716
2023-01-14,2023-01-08,6,0.999999999893296,0.0,0.0,,0.0,0.2427614141646908,0.78458327194297,0.17240726194222178,1.0,0.0514254634092004
2023-01-15,2023-01-08,7,0.999999999893296,0.0,0.0,,0.0,0.2386405089881449,0.6660554663497278,0.0884045389455253,1.0,-0.003980926674976515
2023-01-16,2023-01-08,8,0.999999999893296,0.0,0.0,,0.0,0.29528839780653304,0.015986044901264932,0.0884045389455253,1.0,0.0150516254222266
2023-01-17,2023-01-08,9,0.999999999893296,0.0,0.0,,0.0,0.2745845526467706,0.014204572831014216,0.08844210689692227,1.0,-0.0023997375582056613
2023-01-18,2023-01-08,10,0.999999999893296,0.0,0.0,,0.0,0.2845782634168234,0.02692754029601561,0.09840323547745855,1.0,-0.02163918199406567
2023-01-19,2023-01-08,11,0.999999999893296,0.0,0.0,,0.0,0.3343328188646101,0.015123638651648215,0.09840323547745855,1.0,0.019060358931726196
2023-01-20,2023-01-08,12,0.999999999893296,0.0,0.0,,0.0,0.39471214247451875,0.012983484367793273,0.09730419302941729,1.0,0.07572375886205074
2023-01-21,2023-01-08,13,0.999999999893296,0.0,0.0,,0.0,0.40952092164209086,0.013017056928951548,0.09730187405591813,1.0,0.0051325240292035
2023-01-22,2023-01-08,14,0.999999999893296,0.0,0.0,,0.0,0.42690422624994073,0.013332503605377933,0.0975851536445721,1.0,-0.003321255906125198
2023-01-23,2023-01-08,15,0.999999999893296,0.0,0.0,,0.0,0.4361277404072966,0.024743617099900465,0.0975851536445721,1.0,0.009184917306239049
2023-01-24,2023-01-08,16,0.999999999893296,0.0,0.0,,0.0,0.3971549271602599,0.7838036991888743,0.10680959054019121,1.0,-0.012373644259909389
2023-01-25,2023-01-08,17,0.999999999893296,0.0,0.0,,0.0,0.39336085016939737,0.7845904934102438,0.10680959054019121,1.0,0.01891274158978362
2023-01-26,2023-01-08,18,0.999999999893296,0.0,0.0,,0.0,0.3774827382080697,0.7845905104346087,0.09754616213070376,1.0,-0.002224107083232396
2023-01-27,2023-01-08,19,0.999999999893296,0.0,0.0,,0.0,0.40268088051627693,0.7845791075200838,0.09166197331594354,1.0,0.0028036063130034705
2023-01-28,2023-01-08,20,0.999999999893296,0.0,0.0,,0.0,0.39505308187178595,0.7845904895008219,0.09199349589487121,1.0,-0.0022345342148967218
2023-01-29,2023-01-08,21,0.999999999893296,0.0,0.0,,0.0,0.4463035997170891,0.784589859245457,0.09183165340339805,1.0,0.03126058742279336
2023-01-30,2023-01-08,22,0.999999999893296,0.0,0.0,,0.0,0.3990002740376163,0.7845905775240047,0.1645783085298297,1.0,-0.03858724723383988
2023-01-31,2023-01-08,23,0.999999999893296,0.0,0.0,,0.0,0.3923658047244454,0.7845905783623754,0.16457830852982966,1.0,0.01309813525276926
2023-02-01,2023-01-08,24,0.999999999893296,0.0,0.0,,0.0,0.3778493887867451,0.7845905776815729,0.16457830852982966,1.0,0.026271419879585478
2023-02-02,2023-01-08,25,0.999999999893296,0.0,0.0,,0.0,0.36467063204667655,0.7845905776359882,0.16847083819470712,1.0,-0.010269392474337113
2023-02-03,2023-01-08,26,0.999999999893296,0.0,0.0,,0.0,0.3681522620203229,0.7845905681584446,0.16868415737528836,1.0,-0.002428376929737852
2023-02-04,2023-01-08,27,0.999999999893296,0.0,0.0,,0.0,0.3791326106886647,0.7845905668746475,0.16936745406774395,1.0,-0.004483631288969336
2023-02-05,2023-01-08,28,0.999999999893296,0.0,0.0,,0.0,0.3552449553394344,0.7845899073306306,0.17948425696914985,1.0,-0.016887413811729313
2023-02-06,2023-01-08,29,0.999999999893296,0.0,0.0,,0.0,0.347430694232409,0.7845901722976487,0.18135365219843005,1.0,-0.007429933663019583
2023-02-07,2023-02-07,0,0.999999924474696,0.0,0.0,,0.0,0.4549193997523553,0.46440326831776924,0.18135365219843005,1.0,0.020996796488262248
2023-02-08,2023-02-07,1,0.999999924474696,0.0,0.0,,0.0,0.5215014429933212,0.4645581723067706,0.1861295640081679,1.0,-0.011938662143520351
2023-02-09,2023-02-07,2,0.999999924474696,0.0,0.0,,0.0,0.273695724813564,0.471629571862596,0.2602353237711986,1.0,-0.05080564386186481
2023-02-10,2023-02-07,3,0.999999924474696,0.0,0.0,,0.0,0.217173325711526,0.48055743937570067,0.2616841846322697,1.0,-0.007852690932197315
2023-02-11,2023-02-07,4,0.999999924474696,0.0,0.0,,0.0,0.32125264186688507,0.5250267925566549,0.2616841846322697,1.0,0.01097608853378862
2023-02-12,2023-02-07,5,0.999999924474696,0.0,0.0,,0.0,0.29879421027073816,0.7256063899822899,0.26198872570791504,1.0,-0.0036139425638820333
2023-02-13,2023-02-07,6,0.999999924474696,0.0,0.0,,0.0,0.3655404743918251,0.8110682531569805,0.26199320916571484,1.0,-0.0004393225343538587
2023-02-14,2023-02-07,7,0.999999924474696,0.0,0.0,,0.0,0.3487306605547673,0.8199315989691424,0.2616235016858423,1.0,0.01955867487646934
2023-02-15,2023-02-07,8,0.999999924474696,0.0,0.0,,0.0,0.5976340391968122,0.8174837233646054,0.2616235016858423,1.0,0.09568582476270104
2023-02-16,2023-02-07,9,0.999999924474696,0.0,0.0,,0.0,0.5140271739682608,0.8148799488039215,0.2867115790653923,1.0,-0.033149496074872276
2023-02-17,2023-02-07,10,0.999999924474696,0.0,0.0,,0.0,0.6364000592368139,0.7946945000442688,0.27637051570876486,1.0,0.04474285772600406
2023-02-18,2023-02-07,11,0.999999924474696,0.0,0.0,,0.0,0.5778812241118771,0.7999583590869033,0.27637051570876486,1.0,0.002522591602675872
2023-02-19,2023-02-07,12,0.999999924474696,0.0,0.0,,0.0,0.5805071625290128,0.48472883811023015,0.2811063894445222,1.0,-0.014622878010064233
2023-02-20,2023-02-07,13,0.999999924474696,0.0,0.0,,0.0,0.600234376312258,0.4646965374419039,0.2811063894445222,1.0,0.02350220997570851
2023-02-21,2023-02-07,14,0.999999924474696,0.0,0.0,,0.0,0.5598859211209796,0.4653277452284958,0.2862396818961558,1.0,-0.01570070283630276
2023-02-22,2023-02-07,15,0.999999924474696,0.0,0.0,,0.0,0.5292167444704501,0.48435934645966244,0.2888469597529268,1.0,-0.011039924489288477
2023-02-23,2023-02-07,16,0.999999924474696,0.0,0.0,,0.0,0.49546444266379563,0.5466335848380176,0.2877104715995606,1.0,-0.01000777017485166
