date,CORE_PRICE_ONLY,ASYM_BETA_0022_PRICE_ONLY,ASYM_BETA_0024_PRICE_ONLY,CORE_STRICT_ROUTER,ASYM_BETA_0022_STRICT_ROUTER,ASYM_BETA_0024_STRICT_ROUTER,ASYM_BETA_0024_ALL_PERP_STRESS
2023-01-24,-0.02780658244033884,-0.02780658244033884,-0.02780658244033884,,,,
2023-01-25,0.018412741587818908,0.018412741587818908,0.018412741587818908,,,,
2023-01-26,-0.002224107082995075,-0.002224107082995075,-0.002224107082995075,,,,
2023-01-27,0.0028036063127043144,0.0028036063127043144,0.0028036063127043144,,,,
2023-01-28,-0.002234534214658288,-0.002234534214658288,-0.002234534214658288,,,,
2023-01-29,0.03126058741945773,0.03126058741945773,0.03126058741945773,,,,
2023-01-30,-0.03858724722972247,-0.03858724722972247,-0.03858724722972247,,,,
2023-01-31,0.013098135251371637,0.013098135251371637,0.013098135251371637,,,,
2023-02-01,0.026271419876782214,0.026271419876782214,0.026271419876782214,,,,
2023-02-02,-0.010269392473241329,-0.010269392473241329,-0.010269392473241329,,,,
2023-02-03,0.011732488504512903,0.011732488504512903,0.011732488504512903,,,,
2023-02-04,-0.003161302566569747,-0.003161302566569747,-0.003161302566569747,,,,
2023-02-05,-0.016287462453593894,-0.016287462453593894,-0.016287462453593894,,,,
2023-02-06,-0.00872395577010701,-0.00872395577010701,-0.00872395577010701,,,,
2023-02-07,0.026686729663860285,0.026686729663860285,0.026686729663860285,,,,
2023-02-08,-0.012673957696014846,-0.012673957696014846,-0.012673957696014846,,,,
2023-02-09,-0.05870913380326741,-0.05870913380326741,-0.05870913380326741,,,,
2023-02-10,-0.010116653606274352,-0.010116653606274352,-0.010116653606274352,,,,
2023-02-11,0.013321611248272957,0.013321611248272957,0.013321611248272957,,,,
2023-02-12,-0.00374003788717031,-0.00374003788717031,-0.00374003788717031,,,,
2023-02-13,-0.016366178265273656,-0.016366178265273656,-0.016366178265273656,,,,
2023-02-14,0.021020338495139203,0.021020338495139203,0.021020338495139203,,,,
2023-02-15,0.08252877967852837,0.08252877967852837,0.08252877967852837,,,,
2023-02-16,-0.030997713022218674,-0.030997713022218674,-0.030997713022218674,,,,
2023-02-17,0.039226271306570394,0.039226271306570394,0.039226271306570394,,,,
2023-02-18,0.0005971361690216031,0.0005971361690216031,0.0005971361690216031,,,,
2023-02-19,-0.010819909357503085,-0.010819909357503085,-0.010819909357503085,,,,
2023-02-20,0.018752145393292362,0.018752145393292362,0.018752145393292362,,,,
2023-02-21,-0.016200701612739753,-0.016200701612739753,-0.016200701612739753,,,,
2023-02-22,-0.011039923655494823,-0.011039923655494823,-0.011039923655494823,,,,
2023-02-23,-0.010007769419011775,-0.010007769419011775,-0.010007769419011775,,,,
2023-02-24,-0.03153315105910533,-0.03153315105910533,-0.03153315105910533,,,,
2023-02-25,-0.0012171509551390655,-0.0012171509551390655,-0.0012171509551390655,,,,
2023-02-26,0.017177474091391667,0.017177474091391667,0.017177474091391667,,,,
2023-02-27,-0.0026644192283131196,-0.0026644192283131196,-0.0026644192283131196,,,,
2023-02-28,-0.014920765820617526,-0.014920765820617526,-0.014920765820617526,,,,
2023-03-01,0.021061663629086815,0.021061663629086815,0.021061663629086815,,,,
2023-03-02,-0.006925819772943387,-0.006925819772943387,-0.006925819772943387,,,,
2023-03-03,-0.04796426660444278,-0.04796426660444278,-0.04796426660444278,,,,
2023-03-04,-0.000847583447733571,-0.000847583447733571,-0.000847583447733571,,,,
2023-03-05,0.0037441984913478194,0.0037441984913478194,0.0037441984913478194,,,,
2023-03-06,-0.0009023531835312497,-0.0009023531835312497,-0.0009023531835312497,,,,
2023-03-07,-0.009461846674949342,-0.009461846674949342,-0.009461846674949342,,,,
2023-03-08,-0.022187622772645663,-0.022187622772645663,-0.022187622772645663,,,,
2023-03-09,-0.06245911861470113,-0.06245911861470113,-0.06245911861470113,,,,
2023-03-10,-0.008978999311384355,-0.009869331775271903,-0.009869331775271903,,,,
2023-03-11,0.02352828109907097,0.025738218232442107,0.025738218232442107,,,,
2023-03-12,0.07448380567025145,0.0814798342918233,0.0814798342918233,,,,
2023-03-13,0.07756783258767352,0.0848535341171994,0.0848535341171994,,,,
2023-03-14,0.022596210086637054,0.02471859886672931,0.02471859886672931,,,,
2023-03-15,-0.01559560623434894,-0.017060450983251933,-0.017060450983251933,,,,
2023-03-16,0.029363830342675295,0.032121879759850896,0.032121879759850896,,,,
2023-03-17,0.09585867790346797,0.10486237284508626,0.10486237284508626,,,,
2023-03-18,-0.017800244057974188,-0.019472163292513882,-0.019472163292513882,,,,
2023-03-19,0.039594179910494916,0.04331313290645263,0.04331313290645263,,,,
2023-03-20,-0.00914671966087012,-0.010005841394490414,-0.010005841394490414,,,,
2023-03-21,0.014015220256439842,0.01533162447240085,0.01533162447240085,,,,
2023-03-22,-0.030403334297554097,-0.03325902095222383,-0.03325902095222383,,,,
2023-03-23,0.038326709104294275,0.04192661267524397,0.04192661267524397,,,,
2023-03-24,-0.02972001465961709,-0.03251151931530497,-0.03251151931530497,,,,
2023-03-25,0.00030887502108019034,0.00033788665075958676,0.00033788665075958676,,,,
2023-03-26,0.018392051837108802,0.02011955765831904,0.02011955765831904,,,,
2023-03-27,-0.03014654221513045,-0.03297810922175023,-0.03297810922175023,,,,
2023-03-28,0.005019740157662542,0.005491228081909715,0.005491228081909715,,,,
2023-03-29,0.03989315166278653,0.0436401861064824,0.0436401861064824,,,,
2023-03-30,-0.011290504645730374,-0.012350985155063611,-0.012350985155063611,,,,
2023-03-31,0.015585191231931778,0.0170490577334123,0.0170490577334123,,,,
2023-04-01,-0.0004436971814162831,-0.0004853722196632226,-0.0004853722196632226,,,,
2023-04-02,-0.009871109028903776,-0.01079827030814867,-0.01079827030814867,,,,
2023-04-03,-0.01320004671326201,-0.014439884320254736,-0.014439884320254736,,,,
2023-04-04,0.013146402877696075,0.01438120189307146,0.01438120189307146,,,,
2023-04-05,0.0001611902801550203,0.0001763303607592124,0.0001763303607592124,,,,
2023-04-06,-0.004834574073632938,-0.005288669947722528,-0.005288669947722528,,,,
2023-04-07,-0.004547721288072026,-0.004974874009691427,-0.004974874009691427,,,,
2023-04-08,0.001148484949471896,0.0012563584185854395,0.0012563584185854395,,,,
2023-04-09,0.013793927922805213,0.016491966324859313,0.016491966324859313,,,,
2023-04-10,0.046377317135853885,0.05562588142662455,0.05562588142662455,,,,
2023-04-11,0.01899900598366503,0.022787787637117342,0.022787787637117342,,,,
2023-04-12,-0.010342571394700913,-0.012405086917010586,-0.012405086917010586,,,,
2023-04-13,0.016252973176251614,0.019494140984566376,0.019494140984566376,,,,
2023-04-14,0.003064808400913057,0.0036759924728960638,0.0036759924728960638,,,,
2023-04-15,-0.005640213831849058,-0.006764985238628485,-0.006764985238628485,,,,
2023-04-16,0.00031556268689087895,0.0003784921959206792,0.0003784921959206792,,,,
2023-04-17,-0.02546848986966414,-0.030547415958860676,-0.030547415958860676,,,,
2023-04-18,0.02324728904936435,0.02788326328498418,0.02788326328498418,,,,
2023-04-19,-0.052603669485296434,-0.06309389292231965,-0.06309389292231965,,,,
2023-04-20,-0.019218949130294316,-0.023051591844657125,-0.023051591844657125,,,,
2023-04-21,-0.03472674388756414,-0.041651950934624864,-0.041651950934624864,,,,
2023-04-22,0.020321067064179577,0.024373494129967494,0.024373494129967494,,,,
2023-04-23,-0.0081335593354388,-0.009755553686819329,-0.009755553686819329,,,,
2023-04-24,-0.002887577653258644,-0.0034634183706615477,-0.0034634183706615477,,,,
2023-04-25,0.02871077059190652,0.03443627228228575,0.03443627228228575,,,,
2023-04-26,0.004045823455811615,0.004852641543855385,0.004852641543855385,,,,
2023-04-27,0.03721517535101704,0.044636625384826746,0.044636625384826746,,,,
2023-04-28,-0.005465044513970008,-0.006554883656481689,-0.006554883656481689,,,,
2023-04-29,-0.002771930662499922,-0.0033247090577350263,-0.0033247090577350263,,,,
2023-04-30,9.442208382015593e-05,0.00011325173518011732,0.00011325173518011732,,,,
2023-05-01,-0.039850225137779915,-0.04779715678344846,-0.04779715678344846,,,,
2023-05-02,0.02143346256590184,0.02570772353562811,0.02570772353562811,,,,
2023-05-03,0.012427685381093623,0.014906014321418585,0.014906014321418585,,,,
2023-05-04,-0.006476915995777599,-0.007768542542810184,-0.007768542542810184,,,,
2023-05-05,0.023144680520532646,0.027760192563979935,0.027760192563979935,,,,
2023-05-06,-0.02228084760830229,-0.026724094097840195,-0.026724094097840195,,,,
2023-05-07,-0.01449310528906489,-0.017383320254412322,-0.017383320254412322,,,,
2023-05-08,-0.02677830890499855,-0.03211843909796128,-0.03211843909796128,,,,
2023-05-09,-0.0014644659199046783,-0.001878796779909567,-0.001878796779909567,,,,
2023-05-10,-0.0010684708090662465,-0.0013480570541868203,-0.0013480570541868203,,,,
2023-05-11,-0.02283183115177323,-0.028806225479429067,-0.028806225479429067,,,,
2023-05-12,-0.0064374817843849685,-0.008121974561217295,-0.008121974561217295,,,,
2023-05-13,-0.0007363311303112408,-0.0009290065446906183,-0.0009290065446906183,,,,
2023-05-14,0.005316097534741049,0.006707158231787042,0.006707158231787042,,,,
2023-05-15,0.009084012628159499,0.011461021863961206,0.011461021863961206,,,,
2023-05-16,-0.0047234864410535815,-0.005959478876903304,-0.005733806732722205,,,,
2023-05-17,0.013752023389943968,0.017350508767157817,0.01570249241852519,,,,
2023-05-18,-0.021321546938747327,-0.026900745919369015,-0.024395284728775998,,,,
2023-05-19,0.0021990001968585915,0.0027744115256869276,0.0025160104975080924,,,,
2023-05-20,0.0055914017354296176,0.007054501150879912,0.0062537755108364726,,,,
2023-05-21,-0.010530305746053821,-0.013285765809661563,-0.011799968948543797,,,,
2023-05-22,0.0053433220028620875,0.006741506513449589,0.0059875786360212326,,,,
2023-05-23,0.016993768763758518,0.02144052010108497,0.019042746579911042,,,,
2023-05-24,-0.030965391871528365,-0.039068091139109924,-0.034698960445707236,,,,
2023-05-25,0.004335646783014097,0.005470153401208131,0.004601000265637578,,,,
2023-05-26,0.010528919311782268,0.01328401658779787,0.011237952369809965,,,,
2023-05-27,0.003351938301890172,0.004229038392739549,0.0035776628035348768,,,,
2023-05-28,0.04406028436418971,0.0555895178816706,0.047027369326589644,,,,
2023-05-29,-0.01005621172075986,-0.01268761582772246,-0.012069185837784721,,,,
2023-05-30,0.0013537249774994557,0.0017079535443201188,0.0016161860136599995,,,,
2023-05-31,-0.01583166580025945,-0.01997433021143736,-0.018901118960353194,,,,
2023-06-01,-0.01037316969818563,-0.013087512047370294,-0.011884298696143786,,,,
2023-06-02,0.019975816933339923,0.02520287938766461,0.022837063647070055,,,,
2023-06-03,-0.007015855452193633,-0.008851690989809312,-0.008020775222112565,,,,
2023-06-04,0.0003077512519770318,0.0003882803747582745,0.0003518321654787951,,,,
2023-06-05,-0.04661051586758476,-0.05880706724173784,-0.05328679778368535,,,,
2023-06-06,0.04966243548447613,0.06265758120379687,0.05165238861545971,,,,
2023-06-07,-0.030286851991094085,-0.0382119980529862,-0.03496389972902175,,,,
2023-06-08,0.006710389721736753,0.006579071982975902,0.006633614489208775,,,,
2023-06-09,-0.0018201624566461015,-0.00182004053554783,-0.00182004053554783,,,,
2023-06-10,-0.036157837787544805,-0.036155415804123445,-0.036155415804123445,,,,
2023-06-11,0.001983011119230338,0.001982878289936635,0.001982878289936635,,,,
2023-06-12,-0.003299506899545502,-0.0032992858865785123,-0.0032992858865785123,,,,
2023-06-13,0.0006217412830191879,0.0006217412830191879,0.0006217412830191879,,,,
2023-06-14,-0.03106301646024366,-0.03106301646024366,-0.03106301646024366,,,,
2023-06-15,0.018698157679278807,0.018698157679278807,0.018698157679278807,,,,
2023-06-16,0.01658119783895114,0.01658119783895114,0.01658119783895114,,,,
2023-06-17,0.006315897196087915,0.006315897196087915,0.006315897196087915,,,,
2023-06-18,-0.00667527281779899,-0.00667527281779899,-0.00667527281779899,-0.006675272817799005,-0.006675272817799005,-0.006675272817799005,-0.006588090996852203
2023-06-19,0.019147562233135806,0.019147562233135806,0.019147562233135806,0.01914756223313585,0.01914756223313585,0.01914756223313585,0.01918216010475371
2023-06-20,0.05451955290672953,0.05451955290672953,0.05451955290672953,0.054519552906729496,0.054519552906729496,0.054519552906729496,0.05393596588099836
2023-06-21,0.05955163444274695,0.05955163444274695,0.05955163444274695,0.059551634442746915,0.059551634442746915,0.059551634442746915,0.05817016427214261
2023-06-22,-0.0036328299128003307,-0.0036328299128003307,-0.0036328299128003307,-0.0036328299128003394,-0.0036328299128003394,-0.0036328299128003394,-0.004160543200496969
2023-06-23,0.02688734563419278,0.02688734563419278,0.02688734563419278,0.026887345634192705,0.026887345634192705,0.026887345634192705,0.0265366669240934
2023-06-24,-0.005248194305548702,-0.005248194305548702,-0.005248194305548702,-0.005248194305548681,-0.005248194305548681,-0.005248194305548681,-0.006091981538800084
2023-06-25,-0.0021215563010031253,-0.0021215563010031253,-0.0021215563010031253,-0.0021215563010030802,-0.0021215563010030802,-0.0021215563010030802,-0.00277528905728075
2023-06-26,-0.006390018478218179,-0.006390018478218179,-0.006390018478218179,-0.006390018478218185,-0.006390018478218185,-0.006390018478218185,-0.007043122299265847
2023-06-27,0.014022125975194175,0.014022125975194175,0.014022125975194175,0.014022125975194255,0.014022125975194255,0.014022125975194255,0.013006338325629141
2023-06-28,-0.020037142796554098,-0.020037142796554098,-0.020037142796554098,-0.020037142796554108,-0.020037142796554108,-0.020037142796554108,-0.020327766347407517
2023-06-29,0.012297442590742818,0.012297442590742818,0.012297442590742818,0.012297442590742724,0.012297442590742724,0.012297442590742724,0.01193904749991348
2023-06-30,0.000810854757745033,0.000810854757745033,0.000810854757745033,0.0008108547577450054,0.0008108547577450054,0.0008108547577450054,-0.00039245540188415085
2023-07-01,0.0037376073301365266,0.0037376073301365266,0.0037376073301365266,0.0037376073301365054,0.0037376073301365054,0.0037376073301365054,0.0026047763788543676
2023-07-02,0.0010177210675320048,0.0010177210675320048,0.0010177210675320048,0.0010177210675319515,0.0010177210675319515,0.0010177210675319515,-0.0005616876561559403
2023-07-03,0.017608954377131253,0.017608954377131253,0.017608954377131253,0.01760895437713117,0.01760895437713117,0.01760895437713117,0.015516984700306491
2023-07-04,-0.012506785074787365,-0.012506785074787365,-0.012506785074787365,-0.012506785074787419,-0.012506785074787419,-0.012506785074787419,-0.013791651467685684
2023-07-05,-0.008505432380292397,-0.008505432380292397,-0.008505432380292397,-0.008505432380292444,-0.008505432380292444,-0.008505432380292444,-0.00907127594058399
2023-07-06,-0.0199751836353746,-0.0199751836353746,-0.0199751836353746,-0.01997518363537465,-0.01997518363537465,-0.01997518363537465,-0.02087164774258443
2023-07-07,0.0150270428042709,0.0150270428042709,0.0150270428042709,0.015027042804270918,0.015027042804270918,0.015027042804270918,0.013249661184636663
2023-07-08,-0.001979455268729561,-0.002759104756571336,-0.002759104756571336,-0.0019794552687295575,-0.002994688853000582,-0.002994688853000582,-0.003743648702938973
2023-07-09,-0.004091570522337316,-0.005378157133745563,-0.005378157133745563,-0.004091570522337329,-0.005587351633990378,-0.005587351633990378,-0.0062524322732265825
2023-07-10,0.008316886322808845,0.010932115495351032,0.010932115495351032,0.008316886322808914,0.010625111245497365,0.010625111245497365,0.0096491798174283
2023-07-11,0.006922230517372956,0.009098912809933328,0.009098912809933328,0.0069222305173730625,0.008869497709897756,0.008869497709897756,0.008140147998198843
2023-07-12,-0.007905525201140571,-0.010391402647077313,-0.010391402647077313,-0.007905525201140517,-0.010638512600139594,-0.010638512600139594,-0.011424092271023256
2023-07-13,0.035357407642174175,0.046475477595552,0.046475477595552,0.0353574076421741,0.04611064969663148,0.04611064969663148,0.04495095125875026
2023-07-14,-0.005969396989767208,-0.007845981017606599,-0.007730305608082748,-0.007926831982664195,-0.01059618164886611,-0.01042724937263162,-0.011008632541031682
2023-07-15,0.014439673599957873,0.018978930287437475,0.01776562875972244,0.0142563491987715,0.018679771623398622,0.017496762065558613,0.017315252367941847
2023-07-16,-0.0016780005196059013,-0.0022054968669082083,-0.0020680330214917285,-0.0018174169931995943,-0.0024362685813319462,-0.0022750077066435725,-0.002426527971350345
2023-07-17,-0.012860095550690167,-0.01690279598474065,-0.015849281300945185,-0.01300815913293163,-0.01714295495608187,-0.01606551452698246,-0.016213108130206044
2023-07-18,-0.028134013884389165,-0.03697822423210298,-0.03467345156346455,-0.028318626391893198,-0.03726406098155122,-0.03493309239455822,-0.03507785817245457
2023-07-19,0.015912997582588583,0.02091540848852642,0.01961179635357933,0.015771439183204228,0.020704191692416885,0.019418797123045284,0.0193417734498893
2023-07-20,-0.019499580074089203,-0.025629469274258625,-0.022955077648049157,-0.01961719765976211,-0.02581179918761012,-0.023108972602480904,-0.023200538439386742
2023-07-21,0.00407077760324928,0.005350467502808046,0.004786238611226626,0.003974083962039021,0.005195573285108779,0.004657023605232791,0.004569139939069711
2023-07-22,-0.021016920451004326,-0.027623800866066237,-0.024710756999199186,-0.021158752594086172,-0.027821526919888817,-0.02488393432556757,-0.02492403519444064
2023-07-23,0.009756520330302472,0.0128235806657927,0.010851014677618046,0.00961753049811076,0.012662366753878551,0.010703894766800559,0.010773807555084725
2023-07-24,-0.04314820540369288,-0.05671227792760559,-0.04812233206525682,-0.043260623196133885,-0.056859746148902435,-0.048247725796135676,-0.048253526927744206
2023-07-25,-0.001241340742623327,-0.0016315686953805328,-0.0013844425478131163,-0.0013570018481493529,-0.0017736884006380738,-0.0015098088329953407,-0.0014785005958414255
2023-07-26,0.042930033207636484,0.05642552110648025,0.047879008970638993,0.04281507138982521,0.056290569790097056,0.04775677160302272,0.0478138952751177
2023-07-27,-0.003591078777556039,-0.0047199705245505735,-0.004005058467420246,-0.003737627952898448,-0.004906027062731355,-0.004166106087275412,-0.00414592134427616
2023-07-28,-0.0040145251634980126,-0.005276531542611503,-0.004273259895819851,-0.004163915514956984,-0.005477727341795635,-0.004432084924258395,-0.0044483093400113916
2023-07-29,0.007711879909036062,0.010136186955023144,0.008153139600176086,0.0075607306847629285,0.009938761976812316,0.007993583807595295,0.007999026634851747
2023-07-30,-0.01949894321832935,-0.025628632216482653,-0.02061463715593792,-0.019647550108654377,-0.025810403153674222,-0.020769312382574956,-0.02072989349754817
2023-07-31,-0.01155563483139249,-0.015188264912907878,-0.01221682716280478,-0.011703894072958576,-0.015374206346787433,-0.012371966187481931,-0.012345784701273455
2023-08-01,0.014845556902487074,0.019512407090095885,0.015694992569388153,0.01469400487439576,0.01930944346582364,0.0155341173157999,0.015525063097942438
2023-08-02,-0.027463125609323187,-0.03609643547732299,-0.029034515525536805,-0.027568569396869136,-0.036260977318097964,-0.029150796272532697,-0.029237898674601026
2023-08-03,-0.010668422758181792,-0.014022148797396246,-0.011278850434280669,-0.010581800178844691,-0.013911768893865473,-0.011187891480783585,-0.011197741422617535
2023-08-04,-0.0032283339795925563,-0.0042431932494257675,-0.003432674498504304,-0.003228333979592546,-0.004184437966682331,-0.0034208346875955753,-0.0032337723110146266
2023-08-05,-0.001437796743077799,-0.001889782616309125,-0.0015288034773337192,-0.0014377967430777572,-0.0018238866282193067,-0.001515530831740719,-0.0013058243311753204
2023-08-06,0.0005603304608225731,0.0007364759792015211,0.0005957971188109742,0.0005603304608226001,0.0008018598532368859,0.000608960007359105,0.0008169321009980912
2023-08-07,-0.00011608256064985206,-0.00027326259162688954,-0.00014773054382065257,5.391034994906008e-05,-0.00010329640362094494,2.2256986220936525e-05,4.1672784938828755e-05
2023-08-08,0.03336338302941905,0.03336338302941905,0.03336338302941905,0.03349471196897391,0.03349471196897391,0.03349471196897391,0.033566399986589834
2023-08-09,0.00013833679008939254,0.00013833679008939254,0.00013833679008939254,0.00012329216660500464,0.00012329216660500464,0.00012329216660500464,0.0002192904704012566
2023-08-10,0.0027883365752821554,0.0027883365752821554,0.0027883365752821554,0.0026634304163732914,0.0026634304163732914,0.0026634304163732914,0.0027384889200889884
2023-08-11,-0.0005044855417367006,-0.0005044855417367006,-0.0005044855417367006,-0.0006291665853381812,-0.0006291665853381812,-0.0006291665853381812,-0.0005920533967620489
2023-08-12,0.0059598665941065455,0.0059598665941065455,0.0059598665941065455,0.005831176996644816,0.005831176996644816,0.005831176996644816,0.005861924117515072
2023-08-13,-0.015795403797666554,-0.015795403797666554,-0.015795403797666554,-0.015813971502165125,-0.015813971502165125,-0.015813971502165125,-0.015779105439109542
2023-08-14,0.021772284073515644,0.021772284073515644,0.021772284073515644,0.02188333839815959,0.02188333839815959,0.02188333839815959,0.021888969731393093
2023-08-15,-0.029340251138813597,-0.029340251138813597,-0.029340251138813597,-0.02929462249955883,-0.02929462249955883,-0.02929462249955883,-0.029262095565630197
2023-08-16,-0.030633354579956144,-0.030633354579956144,-0.030633354579956144,-0.030413529226297698,-0.030413529226297698,-0.030413529226297698,-0.030462433953447388
2023-08-17,-0.06208637798772951,-0.06208637798772951,-0.06208637798772951,-0.06182691106332183,-0.06182691106332183,-0.06182691106332183,-0.06182394218303289
2023-08-18,-0.01808067242308191,-0.01808067242308191,-0.01808067242308191,-0.01756247873942196,-0.01756247873942196,-0.01756247873942196,-0.01707036868385514
2023-08-19,0.0007884946372415554,0.0007884946372415554,0.0007884946372415554,0.0007884946372416213,0.0007884946372416213,0.0007884946372416213,0.0012017396515606737
2023-08-20,0.002147278190401718,0.002147278190401718,0.002147278190401718,0.0021472781904017246,0.0021472781904017246,0.0021472781904017246,0.00253956596179461
2023-08-21,-0.0013494478532738198,-0.0013494478532738198,-0.0013494478532738198,-0.001349447853273844,-0.001349447853273844,-0.001349447853273844,-0.0011495848241036555
2023-08-22,-0.0014766244465072762,-0.0014766244465072762,-0.0014766244465072762,-0.001476624446507313,-0.001476624446507313,-0.001476624446507313,-0.0013352137150409726
2023-08-23,0.00786503164963188,0.00786503164963188,0.00786503164963188,0.007865031649631815,0.007865031649631815,0.007865031649631815,0.008032804681113781
2023-08-24,-0.005199976339464255,-0.005199976339464255,-0.005199976339464255,-0.0051999763394642295,-0.0051999763394642295,-0.0051999763394642295,-0.005220768793611552
2023-08-25,-0.00249427915814635,-0.00249427915814635,-0.00249427915814635,-0.002494279158146373,-0.002494279158146373,-0.002494279158146373,-0.0022110875642763483
2023-08-26,-0.000825982316002463,-0.000825982316002463,-0.000825982316002463,-0.0008259823160025048,-0.0008259823160025048,-0.0008259823160025048,-0.000630418827547885
2023-08-27,0.0015816696932082408,0.0015816696932082408,0.0015816696932082408,0.0015816696932082763,0.0015816696932082763,0.0015816696932082763,0.0017851839679685622
2023-08-28,0.00034052848781203793,0.00034052848781203793,0.00034052848781203793,0.0003405284878119641,0.0003405284878119641,0.0003405284878119641,0.000584959464888124
2023-08-29,0.029798126746490107,0.029798126746490107,0.029798126746490107,0.029798126746490183,0.029798126746490183,0.029798126746490183,0.029965257763777675
2023-08-30,-0.030025043935334686,-0.030025043935334686,-0.030025043935334686,-0.029892442446979417,-0.029892442446979417,-0.029892442446979417,-0.02972212403412766
2023-08-31,-0.02717346355297183,-0.02717346355297183,-0.02717346355297183,-0.02717346355297179,-0.02717346355297179,-0.02717346355297179,-0.027049435381628406
2023-09-01,-0.0024211256546388137,-0.0024211256546388137,-0.0024211256546388137,-0.0024211256546388116,-0.0024211256546388116,-0.0024211256546388116,-0.002251664163674616
2023-09-02,0.0011353841060940016,0.0011353841060940016,0.0011353841060940016,0.0011353841060939285,0.0011353841060939285,0.0011353841060939285,0.0012941236406942558
